ACCOUNT_KEY,ACCOUNT_NUMBER,ACCOUNT_NAME,ACCOUNT_TYPE,ACCOUNT_CATEGORY,PARENT_ACCOUNT,PRODUCT_CATEGORY,INVENTORY_TYPE,ASSET_LIABILITY_FLAG,COST_CENTER,PROFIT_CENTER,REGION,COUNTRY,TAX_CODE,GST_RATE,ACCOUNT_STATUS,CREATED_DATE,UPDATED_DATE,ACCOUNT_LEVEL,SUB_ACCOUNT,COMMENTS,CREATED_BY,UPDATED_BY,LOAD_DATE,SOURCE_SYSTEM,OPEN_DATE,CLOSE_DATE,REPORTING_GROUP,RECORD_STATUS,GOLD_CARAT
80,3001034,Sales Revenue - Platinum Jewellery,Revenue,Sales,3001000,,Gold,L,CC-HOJ_RIYADH,,Asia Pacific,Australia,TC860,0,active,2020-12-01,2021-01-01,3,SUB-3001034-1,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,active,
81,3001005,Sales Revenue - Gemstone Jewellery,Revenue,Sales,3001000,Diamond Jewellery,Silver,L,CC-HOJ_SYDNEY,PC-HOJ_DOHA,Middle East,Singapore,,5,ACTIVE,2020-12-01,2021-01-01,1,,,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,ACTIVE,
82,3001015,Sales Revenue - Gemstone Jewellery,Revenue,Sales,3001000,Wedding Collection,Silver,L,CC-HOJ_TORONTO,PC-HOJ_LONDON,North America,Singapore,TC905,3,active,2020-12-01,2021-01-01,3,SUB-3001015-4,Totam rerum ducimus repudiandae laboriosam rem quia.,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,active,
83,3001025,Sales Revenue - Gemstone Jewellery,Revenue,Sales,,Wedding Collection,Diamond,L,CC-HOJ_TORONTO,PC-HOJ_DOHA,North America,UK,TC653,12,Active,2020-12-01,2021-01-01,3,SUB-3001025-9,,admin,,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,active,
84,3001035,Sales Revenue - Gemstone Jewellery,Revenue,Sales,3001000,Gold Jewellery,Diamond,L,CC-HOJ_DOHA,PC-CARTIER_PARIS,Middle East,France,TC173,0,ACTIVE,2021-13-01,2021-01-01,1,,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,ACTIVE,
85,3001006,Sales Revenue - Wedding Collection,Revenue,Sales,,,Gold,L,,,Europe,Australia,TC905,12,Active,2020-12-01,2021-01-01,4,SUB-3001006-7,,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,active,
86,3001016,Sales Revenue - Wedding Collection,Revenue,Sales,3001000,Antique Jewellery,Silver,L,CC-DUBAI_GOLD,PC-HOJ_SYDNEY,,Canada,TC660,5,Inactive,2020-12-01,2021-01-01,3,SUB-3001016-4,Ad sunt natus totam dolore aperiam reprehenderit.,FINANCE_ADMIN,,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,ACTIVE,
87,3001026,Sales Revenue - Wedding Collection,Revenue,Sales,,Antique Jewellery,,L,,PC-HOJ_LONDON,Middle East,Hong Kong,,3,ACTIVE,2020-12-01,2021-01-01,2,SUB-3001026-6,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,active,
88,3001036,Sales Revenue - Wedding Collection,Revenue,Sales,3001000,,,L,CC-TIFFANY_NY,PC-TIFFANY_NY,Asia Pacific,Saudi Arabia,,5,Active,2020-12-01,2021-01-01,2,,Atque suscipit consequatur iste.,FINANCE_ADMIN,,2026-06-17,GitHub,2021-01-01,,P&L,active,
89,3001007,Sales Revenue - Antique Jewellery,Revenue,Sales,3001000,Gold Jewellery,,L,CC-HOJ_SYDNEY,PC-HOJ_SINGAPORE,Middle East,Canada,,0,Active,2020-12-01,2021-01-01,2,SUB-3001007-3,,admin,,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,Active,
90,3001017,sales revenue - antique jewellery,Revenue,Sales,3001000,Silver Jewellery,Gold,L,CC-HOJ_SYDNEY,PC-TIFFANY_NY,Asia Pacific,UAE,,12,Inactive,2020-12-01,2021-01-01,5,SUB-3001017-3,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,ACTIVE,
91,3001027,Sales Revenue - Antique Jewellery,Revenue,Sales,3001000,Silver Jewellery,Mixed,L,CC-DUBAI_GOLD,PC-HOJ_SINGAPORE,,Saudi Arabia,,12,Active,2020-12-01,2021-01-01,3,SUB-3001027-2,,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,Active,
92,3001037,Sales Revenue - Antique Jewellery,Revenue,Sales,3001000,Gold Jewellery,,L,CC-HOJ_RIYADH,PC-HOJ_SYDNEY,North America,UAE,TC845,3,Inactive,2020-12-01,2021-01-01,5,SUB-3001037-8,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,active,
93,3002001,Other Income,Revenue,Non-Operating,3002000,,,L,,PC-HOJ_SYDNEY,Asia Pacific,Singapore,TC281,18,Active,2020-12-01,2021-01-01,1,SUB-3002001-2,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,,Cash Flow,active,
94,3002011,Other Income,revenue,Non-Operating,3002000,Diamond Jewellery,Mixed,L,CC-CARTIER_PARIS,,Asia Pacific,Qatar,TC185,12,active,2020-12-01,,1,,,FINANCE_ADMIN,,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,ACTIVE,
95,3002021,Other Income,Revenue,Non-Operating,3002000,Platinum Jewellery,,L,CC-CARTIER_PARIS,PC-CARTIER_PARIS,Asia Pacific,USA,TC595,0,Inactive,2020-12-01,2021-01-01,4,SUB-3002021-3,A similique corporis consectetur dolorum cupiditate optio ad.,FINANCE_ADMIN,,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,Active,
96,3002031,Other Income,Revenue,Non-Operating,3002000,Wedding Collection,,L,CC-DUBAI_GOLD,PC-HOJ_SINGAPORE,North America,UK,,3,Active,2020-12-01,2021-01-01,4,,Facere ratione nihil.,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,ACTIVE,
97,4001001,Cost of Goods Sold - Gold,Expense,COGS,4001000,Gold Jewellery,,A,CC-HOJ_DOHA,PC-DUBAI_GOLD,Middle East,UK,TC898,0,active,2020-12-01,2021-01-01,1,SUB-4001001-2,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,ACTIVE,14.0
98,4001011,Cost of Goods Sold - Gold,Expense,COGS,4001000,,,A,CC-HOJ_LONDON,PC-TIFFANY_NY,Asia Pacific,Australia,TC688,3,active,2020-12-01,2021-01-01,2,SUB-4001011-6,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,Active,24.0
99,4001021,Cost of Goods Sold - Gold,Expense,COGS,4001000,Antique Jewellery,Silver,A,CC-DUBAI_GOLD,PC-HOJ_RIYADH,Europe,,TC282,0,Inactive,2020-12-01,2021-01-01,2,SUB-4001021-4,,FINANCE_ADMIN,,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,Active,24.0
100,4001031,Cost of Goods Sold - Gold,Expense,COGS,,Wedding Collection,Gold,A,CC-HOJ_SYDNEY,PC-HOJ_HK,North America,Canada,,18,Inactive,2020-12-01,2021-01-01,2,SUB-4001031-1,,FINANCE_ADMIN,,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,Active,22.0
101,4001002,Cost of Goods Sold - Diamond,Expense,COGS,4001000,Gold Jewellery,Mixed,A,CC-TIFFANY_NY,PC-HOJ_RIYADH,Middle East,Hong Kong,TC451,12,active,2020-12-01,2021-01-01,3,SUB-4001002-6,,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,Active,
102,4001012,Cost of Goods Sold - Diamond,Expense,COGS,4001000,,Diamond,A,CC-DUBAI_GOLD,PC-HOJ_HK,Asia Pacific,USA,TC407,0,Active,2020-12-01,2021-01-01,1,SUB-4001012-4,,FINANCE_ADMIN,,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,ACTIVE,
103,4001022,Cost of Goods Sold - Diamond,Expense,COGS,,Gold Jewellery,,A,CC-HOJ_TORONTO,PC-HOJ_SYDNEY,Middle East,Australia,TC854,5,Active,2020-12-01,2021-01-01,2,SUB-4001022-3,Sequi officiis quisquam quam.,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,Active,
104,4001032,Cost of Goods Sold - Diamond,Expense,COGS,4001000,Gemstone Jewellery,Silver,A,CC-TIFFANY_NY,PC-HOJ_SYDNEY,Europe,UAE,TC340,3,Active,2020-12-01,2021-01-01,1,SUB-4001032-2,,admin,,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,Active,
105,4001003,Cost of Goods Sold - Silver,Expense,COGS,4001000,,Silver,A,CC-HOJ_SINGAPORE,,North America,USA,TC578,5,Inactive,2020-12-01,2021-01-01,5,SUB-4001003-3,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,active,
106,4001013,Cost of Goods Sold - Silver,Expense,COGS,4001000,Platinum Jewellery,,A,,PC-HOJ_SYDNEY,Asia Pacific,Hong Kong,TC804,18,active,2020-12-01,2021-01-01,3,SUB-4001013-4,,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,Active,
107,4001023,Cost of Goods Sold - Silver,Expense,COGS,4001000,Gold Jewellery,Diamond,A,CC-HOJ_TORONTO,PC-HOJ_RIYADH,Asia Pacific,France,,3,Inactive,2020-12-01,2021-01-01,4,SUB-4001023-5,,sys_user,,2026-06-17,GitHub,2021-01-01,,Cash Flow,Active,
108,4001033,Cost of Goods Sold - Silver,Expense,COGS,4001000,,,A,CC-HOJ_DOHA,PC-HOJ_RIYADH,Asia Pacific,Hong Kong,TC132,3,ACTIVE,2020-12-01,2021-01-01,1,SUB-4001033-9,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,active,
109,4001004,Cost of Goods Sold - Platinum,Expense,COGS,4001000,Diamond Jewellery,Gold,A,CC-HOJ_DOHA,PC-HOJ_RIYADH,Asia Pacific,UAE,TC662,3,Inactive,2020-12-01,2021-01-01,3,SUB-4001004-1,,admin,,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,Active,
110,4001014,Cost of Goods Sold - Platinum,Expense,COGS,4001000,Gemstone Jewellery,Mixed,A,CC-HOJ_SINGAPORE,PC-HOJ_LONDON,,Canada,TC877,5,Active,2020-12-01,2021-01-01,5,,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,active,
111,4001024,Cost of Goods Sold - Platinum,Expense,COGS,4001000,Gold Jewellery,Mixed,A,CC-HOJ_SYDNEY,PC-HOJ_DOHA,Asia Pacific,Hong Kong,TC951,3,ACTIVE,2020-12-01,2021-01-01,3,SUB-4001024-5,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,active,
112,4001034,Cost of Goods Sold - Platinum,Expense,COGS,4001000,Gemstone Jewellery,Diamond,A,CC-HOJ_HK,PC-HOJ_SINGAPORE,North America,USA,TC635,5,Active,2020-12-01,2021-01-01,1,,,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,ACTIVE,
113,4001005,Cost of Goods Sold - Gemstone,expense,COGS,4001000,,Diamond,A,CC-HOJ_LONDON,PC-DUBAI_GOLD,Europe,UAE,TC372,18,Active,2020-12-01,2021-01-01,2,,At minus fugiat.,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,Active,
114,4001015,Cost of Goods Sold - Gemstone,Expense,COGS,4001000,Gold Jewellery,,A,CC-HOJ_HK,PC-CARTIER_PARIS,Asia Pacific,Australia,TC445,18,active,2020-12-01,2021-01-01,5,SUB-4001015-6,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,Active,
115,4001025,Cost of Goods Sold - Gemstone,Expense,COGS,4001000,Silver Jewellery,Mixed,A,CC-DUBAI_GOLD,PC-HOJ_RIYADH,Asia Pacific,,TC327,18,Inactive,2021-13-01,2021-01-01,3,SUB-4001025-9,,FINANCE_ADMIN,,2026-06-17,GitHub,2021-01-01,,Balance Sheet,Active,
116,4001035,Cost of Goods Sold - Gemstone,Expense,COGS,4001000,,Mixed,A,CC-HOJ_DOHA,PC-TIFFANY_NY,Asia Pacific,Canada,TC197,3,Inactive,2020-12-01,2021-01-01,4,SUB-4001035-2,Laborum ipsam earum quidem beatae inventore.,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,Active,
117,4002001,Employee Salaries,Expense,Operating,4002000,Wedding Collection,Silver,A,CC-TIFFANY_NY,PC-HOJ_SINGAPORE,Middle East,France,TC870,3,Active,2020-12-01,2021-01-01,4,,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,Active,
118,4002011,Employee Salaries,Expense,Operating,4002000,,Mixed,A,CC-HOJ_DOHA,PC-HOJ_SYDNEY,Europe,France,,12,active,2020-12-01,2021-01-01,3,SUB-4002011-6,,sys_user,,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,active,
119,4002021,Employee Salaries,Expense,Operating,4002000,Diamond Jewellery,,A,CC-DUBAI_GOLD,PC-HOJ_TORONTO,,UK,,3,ACTIVE,2020-12-01,2021-01-01,5,SUB-4002021-9,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,active,
120,4002031,Employee Salaries,Expense,Operating,4002000,,,A,CC-HOJ_HK,,Middle East,USA,TC119,0,active,2020-12-01,2021-01-01,1,SUB-4002031-6,,admin,,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,active,
121,4002002,Store Rent,Expense,Operating,4002000,,Silver,A,CC-TIFFANY_NY,PC-HOJ_DOHA,Asia Pacific,UAE,TC999,0,Active,2020-12-01,2021-01-01,2,SUB-4002002-3,,admin,,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,active,
122,4002012,Store Rent,Expense,Operating,4002000,Gemstone Jewellery,,A,CC-HOJ_SINGAPORE,PC-HOJ_DOHA,Middle East,Australia,TC540,3,ACTIVE,2020-12-01,2021-01-01,2,,,FINANCE_ADMIN,,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,active,
123,4002022,Store Rent,Expense,Operating,4002000,Platinum Jewellery,,A,CC-HOJ_DOHA,,North America,Canada,TC336,0,ACTIVE,2020-12-01,2021-01-01,4,SUB-4002022-3,At sapiente doloribus nihil minima id.,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,ACTIVE,
124,4002032,Store Rent,expense,Operating,4002000,Gold Jewellery,,A,CC-HOJ_DOHA,PC-HOJ_LONDON,Asia Pacific,Hong Kong,TC987,12,ACTIVE,2020-12-01,2021-01-01,5,SUB-4002032-7,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,active,
125,4002003,Marketing & Advertising,Expense,Operating,,Diamond Jewellery,Mixed,A,CC-DUBAI_GOLD,PC-HOJ_SYDNEY,Middle East,Hong Kong,TC411,0,Inactive,2020-12-01,2021-01-01,5,SUB-4002003-1,Magni temporibus expedita quas reprehenderit repellendus dolores.,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,active,
126,4002013,Marketing & Advertising,Expense,Operating,4002000,Platinum Jewellery,,A,CC-HOJ_HK,PC-HOJ_DOHA,Europe,Singapore,,0,active,2020-12-01,2021-01-01,4,SUB-4002013-9,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,active,
127,4002023,Marketing & Advertising,Expense,Operating,,Silver Jewellery,,A,CC-HOJ_SINGAPORE,PC-HOJ_SINGAPORE,Middle East,,TC609,3,Active,2020-12-01,2021-01-01,2,SUB-4002023-8,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,ACTIVE,
128,4002033,Marketing & Advertising,Expense,Operating,4002000,Gold Jewellery,,A,CC-DUBAI_GOLD,PC-HOJ_TORONTO,,France,TC265,18,ACTIVE,2020-12-01,2021-01-01,3,,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,active,
129,4002004,Utilities,Expense,Operating,4002000,Gemstone Jewellery,Diamond,A,,PC-HOJ_TORONTO,Asia Pacific,Hong Kong,TC719,0,Inactive,2020-12-01,2021-01-01,3,SUB-4002004-9,Iusto occaecati recusandae nihil.,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,active,
130,4002014,Utilities,Expense,Operating,4002000,,Gold,A,CC-HOJ_LONDON,PC-HOJ_DOHA,Europe,USA,TC925,12,Active,2020-12-01,2021-01-01,3,SUB-4002014-2,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,ACTIVE,
131,4002024,Utilities,EXPENSE,Operating,4002000,Silver Jewellery,Mixed,A,CC-DUBAI_GOLD,PC-HOJ_HK,Asia Pacific,Australia,TC573,12,active,2020-12-01,2021-01-01,5,SUB-4002024-5,Nostrum magni iure mollitia.,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,ACTIVE,
132,  4002034   ,Utilities,Expense,Operating,4002000,Platinum Jewellery,Diamond,A,CC-CARTIER_PARIS,PC-HOJ_LONDON,Middle East,USA,TC378,5,active,2020-12-01,2021-01-01,3,SUB-4002034-4,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,ACTIVE,
133,4002005,Insurance,Expense,Operating,4002000,Platinum Jewellery,,A,CC-TIFFANY_NY,PC-HOJ_LONDON,Asia Pacific,Singapore,TC137,18,Active,01/12/2020,2021-01-01,5,SUB-4002005-2,Non magnam vero ipsum repellat saepe.,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,Active,
134,4002015,Insurance,Expense,Operating,4002000,,Silver,A,CC-HOJ_LONDON,PC-HOJ_SINGAPORE,Middle East,Australia,TC311,18,Inactive,2020-12-01,2021-01-01,3,,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,,P&L,ACTIVE,
135,4002025,insurance,Expense,Operating,4002000,Gemstone Jewellery,Mixed,A,CC-HOJ_RIYADH,PC-HOJ_DOHA,,Hong Kong,TC195,0,active,2020-12-01,2021-01-01,4,,,FINANCE_ADMIN,,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,active,
136,4002035,Insurance,Expense,Operating,,,Mixed,A,CC-HOJ_SINGAPORE,PC-TIFFANY_NY,Asia Pacific,France,,5,Active,2020-12-01,2021-01-01,4,,,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,Active,
137,4003001,GST Input Credit,Expense,Tax,4003000,,Gold,A,CC-HOJ_TORONTO,PC-HOJ_LONDON,Asia Pacific,UK,TC280,18,active,2020-12-01,2021-01-01,5,SUB-4003001-7,Sit ex nesciunt consequuntur expedita voluptas praesentium hic.,admin,,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,active,
138,4003011,GST Input Credit,Expense,Tax,4003000,Gemstone Jewellery,,A,CC-TIFFANY_NY,PC-HOJ_RIYADH,Europe,USA,,0,active,2020-12-01,2021-01-01,1,SUB-4003011-6,Quae assumenda nam officia eveniet consectetur praesentium veniam.,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,Active,
139,4003021,GST Input Credit,Expense,Tax,4003000,Silver Jewellery,,A,CC-HOJ_SYDNEY,PC-HOJ_SINGAPORE,Middle East,USA,TC257,5,ACTIVE,2020-12-01,2021-01-01,1,SUB-4003021-3,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,active,
140,4003031,GST Input Credit,Expense,Tax,4003000,,,A,CC-HOJ_HK,PC-HOJ_DOHA,,Hong Kong,TC342,12,Inactive,2020-12-01,2021-01-01,3,SUB-4003031-1,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,Active,
141,5001001,Share Capital,Equity,Paid Up Capital,5001000,,,L,,PC-HOJ_HK,Europe,Australia,TC419,3,Inactive,2020-12-01,,4,SUB-5001001-9,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,ACTIVE,
142,5001011,Share Capital,Equity,Paid Up Capital,5001000,Antique Jewellery,Gold,L,CC-HOJ_TORONTO,PC-DUBAI_GOLD,Middle East,,,3,Active,2020-12-01,2021-01-01,2,,,FINANCE_ADMIN,,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,active,
143,5001021,Share Capital,Equity,Paid Up Capital,5001000,,Diamond,L,CC-DUBAI_GOLD,PC-HOJ_LONDON,North America,Singapore,TC870,3,active,2020-12-01,2021-01-01,2,SUB-5001021-4,Doloremque dolores vitae quos temporibus deserunt perspiciatis.,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,Active,
144,5001031,Share Capital,Equity,Paid Up Capital,5001000,Antique Jewellery,,L,CC-CARTIER_PARIS,PC-HOJ_SINGAPORE,,Hong Kong,TC423,3,Active,2020-12-01,2021-01-01,3,SUB-5001031-7,Voluptates iure eligendi fugit minima vitae repellendus.,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,ACTIVE,
145,5001002,Retained Earnings,Equity,Retained Earnings,5001000,Wedding Collection,Diamond,L,CC-HOJ_SINGAPORE,PC-DUBAI_GOLD,,UK,TC801,3,ACTIVE,2020-12-01,2021-01-01,1,SUB-5001002-1,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,active,
146,5001012,Retained Earnings,Equity,Retained Earnings,5001000,Platinum Jewellery,,L,CC-HOJ_SINGAPORE,PC-HOJ_SINGAPORE,Asia Pacific,UK,TC383,3,Inactive,2020-12-01,2021-01-01,3,SUB-5001012-1,,admin,,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,ACTIVE,
147,  5001022   ,Retained Earnings,Equity,Retained Earnings,5001000,Wedding Collection,Diamond,L,CC-CARTIER_PARIS,PC-HOJ_LONDON,Middle East,,TC845,3,active,01-Dec-2020,2021-01-01,1,SUB-5001022-1,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,active,
148,5001032,Retained Earnings,Equity,Retained Earnings,5001000,Wedding Collection,Gold,L,CC-DUBAI_GOLD,PC-HOJ_HK,Asia Pacific,USA,TC410,3,Active,2020-12-01,2021-01-01,3,SUB-5001032-2,Impedit id fugiat.,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,ACTIVE,
49,2001002,gst payable,Liability,Tax Liability,2001000,,Diamond,L,CC-HOJ_SYDNEY,PC-TIFFANY_NY,Europe,Australia,TC939,12,Active,2020-12-01,2021-01-01,2,,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,ACTIVE,
77,3001004,Sales Revenue - Platinum Jewellery,Revenue,Sales,3001000,Antique Jewellery,,L,CC-HOJ_TORONTO,PC-HOJ_LONDON,Europe,Qatar,TC210,18,Active,2020-12-01,2021-01-01,5,SUB-3001004-2,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,Active,
100,4001031,Cost of Goods Sold - Gold,Expense,COGS,,Wedding Collection,Gold,A,CC-HOJ_SYDNEY,PC-HOJ_HK,North America,Canada,,18,Inactive,2020-12-01,2021-01-01,2,SUB-4001031-1,,FINANCE_ADMIN,,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,Active,22.0
28,1003034,Platinum Inventory,Asset,Inventory,1003000,Platinum Jewellery,Diamond,A,CC-HOJ_LONDON,,Europe,UK,TC887,3,active,2020-12-01,2021-01-01,3,SUB-1003034-8,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,ACTIVE,
92,3001037,Sales Revenue - Antique Jewellery,Revenue,Sales,3001000,Gold Jewellery,,L,CC-HOJ_RIYADH,PC-HOJ_SYDNEY,North America,UAE,TC845,3,Inactive,2020-12-01,2021-01-01,5,SUB-3001037-8,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,active,
125,4002003,Marketing & Advertising,Expense,Operating,,Diamond Jewellery,Mixed,A,CC-DUBAI_GOLD,PC-HOJ_SYDNEY,Middle East,Hong Kong,TC411,0,Inactive,2020-12-01,2021-01-01,5,SUB-4002003-1,Magni temporibus expedita quas reprehenderit repellendus dolores.,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,active,
22,1003013,Silver Inventory,Asset,Inventory,1003000,Gemstone Jewellery,,A,CC-HOJ_DOHA,PC-HOJ_LONDON,,,TC486,3,Active,2020-12-01,2021-01-01,5,,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,Active,
113,4001005,Cost of Goods Sold - Gemstone,expense,COGS,4001000,,Diamond,A,CC-HOJ_LONDON,PC-DUBAI_GOLD,Europe,UAE,TC372,18,Active,2020-12-01,2021-01-01,2,,At minus fugiat.,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,Active,
49,2001002,gst payable,Liability,Tax Liability,2001000,,Diamond,L,CC-HOJ_SYDNEY,PC-TIFFANY_NY,Europe,Australia,TC939,12,Active,2020-12-01,2021-01-01,2,,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,ACTIVE,
36,1004031,Furniture & Fixtures,Asset,Fixed Asset,1004000,,,A,CC-HOJ_DOHA,PC-HOJ_SINGAPORE,Asia Pacific,France,TC688,3,ACTIVE,2020-12-01,2021-01-01,2,,,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,ACTIVE,
10,1002011,Accounts Receivable,Asset,Current Asset,1002000,,,A,CC-HOJ_TORONTO,PC-CARTIER_PARIS,Middle East,Australia,TC645,3,Inactive,2020-12-01,,3,SUB-1002011-2,,FINANCE_ADMIN,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,ACTIVE,
50,2001012,GST Payable,Liability,Tax Liability,2001000,,Diamond,L,CC-TIFFANY_NY,PC-HOJ_SYDNEY,Middle East,Hong Kong,,5,Inactive,2020-12-01,2021-01-01,1,SUB-2001012-4,,admin,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Balance Sheet,active,
7,1001022,Bank Account - Current,Asset,Current Asset,1001000,Wedding Collection,,A,CC-DUBAI_GOLD,PC-CARTIER_PARIS,Middle East,Singapore,TC835,3,Inactive,2020-12-01,2021-01-01,3,SUB-1001022-9,,sys_user,,2026-06-17,GitHub,2021-01-01,2099-12-31,P&L,Active,
28,1003034,Platinum Inventory,Asset,Inventory,1003000,Platinum Jewellery,Diamond,A,CC-HOJ_LONDON,,Europe,UK,TC887,3,active,2020-12-01,2021-01-01,3,SUB-1003034-8,,sys_user,finance_mgr,2026-06-17,GitHub,2021-01-01,2099-12-31,Cash Flow,ACTIVE,
